lateral_pos,lateral_vel,steering_angle,dist_to_line,label
0.4177401128710972,-0.1941226445380184,-0.7254357079683829,1.0361418827383648,0
0.2925392211031015,-0.10948989967336,2.374187779196234,1.3484500565916795,0
0.4848618163989885,-0.0275064520833768,-0.9148872281174724,0.8352446688785473,0
0.1005325760249725,0.0056804160037356,1.4173732951713007,1.105493719110715,0
0.7878971968903694,1.6978899085741268,6.669281699787666,0.4412081842036693,1
0.177462330438505,-0.179204259208917,-2.8095374077620683,1.0963346009072383,0
0.3703130744471852,0.145188959594785,0.1913344740450848,1.3526025359366338,0
0.7613808189572315,-1.2131099117751103,-17.882984429518316,0.0240930061966481,1
0.0277079442211222,-0.06754140433434,1.5958294491310745,1.0895750752896822,0
0.0259117684112134,-0.0653582887224317,-2.1935119383661545,0.8443624793309374,0
0.1201495617251833,-0.1620138899086494,-1.1104893324666256,0.8676513840014266,0
1.0841008435603583,1.98575771300101,7.553794588449312,0.1250082246080523,1
0.2803391474694749,0.0513705826458348,1.1317897758472537,0.9772906684659006,0
0.958387426998427,-1.090453280416163,-16.109945603392628,0.2919596446305676,1
0.7195318115022459,-0.9262764435675932,-22.568317260899235,0.4762583948422993,1
0.7814797904768818,-1.7880471818668608,-20.70167314479514,0.1368492288391855,1
0.3367162166624586,0.1879648184429082,-2.43659570526349,1.2708214827575883,0
0.2132498736209305,0.0461683119283341,-2.5105504463318047,0.861451765940712,0
0.935643255436414,-1.7427322008428616,-24.56709574113713,0.4828736049098737,1
0.7461940296383199,1.507337665419556,17.471713760055195,0.0445622160580083,1
0.424021044800742,0.0915445769079787,-2.427604336120736,1.1000914146905036,0
0.1619950305533998,-0.1652299940198602,0.7994446494657632,1.3151332292372016,0
0.0744440251662223,-0.077758313803914,2.259904570969203,1.4974340363390732,0
0.7339580313031178,1.4627899382830332,5.027072514309364,0.1499002637826179,1
0.2087903878924641,0.1516473230248659,2.668392133748462,1.1271810578749089,0
0.4721518174789149,-0.1591225521225124,2.125258646769396,1.1689168673483037,0
0.6902501346621169,-1.3911960730282027,-12.859788979577182,0.4145821103532572,1
0.426106195600837,-0.1836264222502618,-2.7020310512416867,1.236463436621908,0
0.6823800196293421,-1.928580128598087,-18.65305210088398,0.1178114255958241,1
0.463154138460598,0.0476672176972233,1.948841687878984,1.282167352512991,0
0.4651594424189118,-0.0987766268796861,1.6870225427215155,1.3775925371500926,0
1.0475847153292308,-1.1127774394038754,-19.617349504072884,0.4691702284105189,1
0.4568942219366296,0.1811260068010024,-1.039544747819755,1.0480974641551384,0
0.1462575455353709,-0.1390681642141858,-1.4029919249067753,0.8154188448566719,0
1.099608281608226,-0.5165474213936987,-24.161469602387605,0.1839703756510422,1
0.3655118357291408,-0.1229603888857478,-2.308307872516294,1.0952338618113588,0
0.1036364895338338,0.0522323766332369,-1.6817592576515976,0.8143645703105277,0
0.3124370498034994,0.0286983932574994,1.9969822607296264,1.4342609423368824,0
0.2552852043642518,-0.152018823307612,-1.127615732087876,1.3616772213875428,0
0.265677315784074,0.0162540486440426,0.8245794089892393,1.308263933605863,0
0.0695990123087649,0.1593046509170824,1.9759944308477024,1.022272013513716,0
0.0940605798618806,-0.0145206380240071,-0.8798866318436831,1.2085592782956105,0
0.2212049682403347,0.1327452453005688,1.0176156968037713,0.8489521239966039,0
0.4257028739457369,-0.1662942535376596,-0.8634414890014699,1.2762690896337654,0
0.0907191738478134,0.010065353466824,1.254277570334596,0.8748138461663207,0
0.4933150614794234,0.1860474785744182,-2.970360114393542,1.4662682497962674,0
0.1959054473085858,0.1209607137805297,-0.9525333014536764,1.1109283848148566,0
0.1265507695898043,-0.0198983015428438,2.745486090502904,1.0793247223497042,0
0.9611540586090788,-1.838784934932269,-8.4116382311418,0.4740541600857211,1
0.2618317080273054,-0.0723506040718149,-0.1805077677984279,1.1517436137788524,0
0.1903448405804328,-0.0342121137842626,1.5229782034153116,0.8144699582243332,0
